subject,survey,order,judgment,item,condition,zscores,dependency,island,structure,distance
A35N6YG5PP56QP,2.4,46,2,WH.sub.isl.sh.06,WH.sub.isl.sh,-0.825122754,WH,SUB,island,short
A35Z1QH3JQEZG6,2.4,20,2,WH.sub.isl.sh.02,WH.sub.isl.sh,-0.573860735,WH,SUB,island,short
A35Z1QH3JQEZG6,2.4,46,1,WH.sub.isl.sh.06,WH.sub.isl.sh,-1.032949324,WH,SUB,island,short
A36SM7QM8OK3H6,2.1,23,1,WH.sub.isl.sh.03,WH.sub.isl.sh,-1.010704183,WH,SUB,island,short
A36SM7QM8OK3H6,2.1,31,1,WH.sub.isl.sh.07,WH.sub.isl.sh,-1.010704183,WH,SUB,island,short
A37WXDYYT7RCZ0,2.2,8,2,WH.sub.isl.sh.08,WH.sub.isl.sh,-0.984617665,WH,SUB,island,short
A37WXDYYT7RCZ0,2.2,13,2,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.984617665,WH,SUB,island,short
A3A4ELRGUYNNS8,2.1,23,1,WH.sub.isl.sh.03,WH.sub.isl.sh,-1.242495723,WH,SUB,island,short
A3A4ELRGUYNNS8,2.1,31,3,WH.sub.isl.sh.07,WH.sub.isl.sh,-0.414165241,WH,SUB,island,short
A3C88E6J3G8PRR,2.1,23,3,WH.sub.isl.sh.03,WH.sub.isl.sh,-0.514022934,WH,SUB,island,short
A3C88E6J3G8PRR,2.1,31,3,WH.sub.isl.sh.07,WH.sub.isl.sh,-0.514022934,WH,SUB,island,short
A3EJ44J2ZNRMDA,2.4,20,2,WH.sub.isl.sh.02,WH.sub.isl.sh,-0.740605057,WH,SUB,island,short
A3EJ44J2ZNRMDA,2.4,46,1,WH.sub.isl.sh.06,WH.sub.isl.sh,-1.135594421,WH,SUB,island,short
A3G9MSZVWB7W42,2.3,18,3,WH.sub.isl.sh.05,WH.sub.isl.sh,0.01875736,WH,SUB,island,short
A3G9MSZVWB7W42,2.3,25,2,WH.sub.isl.sh.01,WH.sub.isl.sh,-0.431419273,WH,SUB,island,short
A3HOZA7QXYKN5Y,2.2,8,2,WH.sub.isl.sh.08,WH.sub.isl.sh,-1.680304237,WH,SUB,island,short
A3HOZA7QXYKN5Y,2.2,13,3,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.865611274,WH,SUB,island,short
A3IAP88BTRWWCR,2.3,18,3,WH.sub.isl.sh.05,WH.sub.isl.sh,-0.526866395,WH,SUB,island,short
A3IAP88BTRWWCR,2.3,25,4,WH.sub.isl.sh.01,WH.sub.isl.sh,0.035124426,WH,SUB,island,short
A3JZS32RQUWGJM,2.4,20,2,WH.sub.isl.sh.02,WH.sub.isl.sh,-1.032103436,WH,SUB,island,short
A3JZS32RQUWGJM,2.4,46,2,WH.sub.isl.sh.06,WH.sub.isl.sh,-1.032103436,WH,SUB,island,short
A3KCUB6P3IE8NL,2.2,8,2,WH.sub.isl.sh.08,WH.sub.isl.sh,-1.199579471,WH,SUB,island,short
A3KCUB6P3IE8NL,2.2,13,3,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.698885431,WH,SUB,island,short
A3LBJ8DCJB86TD,2.2,8,1,WH.sub.isl.sh.08,WH.sub.isl.sh,-0.716116963,WH,SUB,island,short
A3LBJ8DCJB86TD,2.2,13,1,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.716116963,WH,SUB,island,short
A3MZ9RQJX9T656,2.4,20,3,WH.sub.isl.sh.02,WH.sub.isl.sh,-0.517632945,WH,SUB,island,short
A3MZ9RQJX9T656,2.4,46,2,WH.sub.isl.sh.06,WH.sub.isl.sh,-1.123642246,WH,SUB,island,short
A3Q45OPFL3R49,2.4,20,2,WH.sub.isl.sh.02,WH.sub.isl.sh,-0.757179223,WH,SUB,island,short
A3Q45OPFL3R49,2.4,46,2,WH.sub.isl.sh.06,WH.sub.isl.sh,-0.757179223,WH,SUB,island,short
A3RLCGRXA34GC0,2.3,18,2,WH.sub.isl.sh.05,WH.sub.isl.sh,-1.257386827,WH,SUB,island,short
A3RLCGRXA34GC0,2.3,25,3,WH.sub.isl.sh.01,WH.sub.isl.sh,-0.641523891,WH,SUB,island,short
A3S5L3I8O3Q2G,2.2,8,1,WH.sub.isl.sh.08,WH.sub.isl.sh,-0.989603338,WH,SUB,island,short
A3S5L3I8O3Q2G,2.2,13,1,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.989603338,WH,SUB,island,short
A3T3JF9YX6ICL7,2.4,20,1,WH.sub.isl.sh.02,WH.sub.isl.sh,-0.983054492,WH,SUB,island,short
A3T3JF9YX6ICL7,2.4,46,1,WH.sub.isl.sh.06,WH.sub.isl.sh,-0.983054492,WH,SUB,island,short
A9AYICE1E4D87,2.3,18,1,WH.sub.isl.sh.05,WH.sub.isl.sh,-1.217122309,WH,SUB,island,short
A9AYICE1E4D87,2.3,25,5,WH.sub.isl.sh.01,WH.sub.isl.sh,0.330476918,WH,SUB,island,short
AD317NO9623GZ,2.2,8,4,WH.sub.isl.sh.08,WH.sub.isl.sh,-0.289909722,WH,SUB,island,short
AD317NO9623GZ,2.2,13,4,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.289909722,WH,SUB,island,short
ADQKTG5B8ZW1G,2.3,18,1,WH.sub.isl.sh.05,WH.sub.isl.sh,-1.111133031,WH,SUB,island,short
ADQKTG5B8ZW1G,2.3,25,3,WH.sub.isl.sh.01,WH.sub.isl.sh,-0.214756804,WH,SUB,island,short
AGST3CO6UUSF8,2.1,23,5,WH.sub.isl.sh.03,WH.sub.isl.sh,0.349851159,WH,SUB,island,short
AGST3CO6UUSF8,2.1,31,3,WH.sub.isl.sh.07,WH.sub.isl.sh,-0.699702318,WH,SUB,island,short
AIR4UQNPIMFCJ,2.4,20,1,WH.sub.isl.sh.02,WH.sub.isl.sh,-1.328253969,WH,SUB,island,short
AIR4UQNPIMFCJ,2.4,46,2,WH.sub.isl.sh.06,WH.sub.isl.sh,-0.927271639,WH,SUB,island,short
AJVHIAAVCY4HI,2.2,8,6,WH.sub.isl.sh.08,WH.sub.isl.sh,0.905274114,WH,SUB,island,short
AJVHIAAVCY4HI,2.2,13,6,WH.sub.isl.sh.04,WH.sub.isl.sh,0.905274114,WH,SUB,island,short
AKG7VBOY97HKA,2.4,20,3,WH.sub.isl.sh.02,WH.sub.isl.sh,-0.356408511,WH,SUB,island,short
AKG7VBOY97HKA,2.4,46,1,WH.sub.isl.sh.06,WH.sub.isl.sh,-1.069225534,WH,SUB,island,short
AO7FM98CP90CL,2.3,18,3,WH.sub.isl.sh.05,WH.sub.isl.sh,-0.32494786,WH,SUB,island,short
AO7FM98CP90CL,2.3,25,2,WH.sub.isl.sh.01,WH.sub.isl.sh,-0.746501841,WH,SUB,island,short
APGX2WZ59OWDN,2.1,23,1,WH.sub.isl.sh.03,WH.sub.isl.sh,-0.997869052,WH,SUB,island,short
APGX2WZ59OWDN,2.1,31,1,WH.sub.isl.sh.07,WH.sub.isl.sh,-0.997869052,WH,SUB,island,short
APWXTMJO1I1ST,2.1,23,1,WH.sub.isl.sh.03,WH.sub.isl.sh,-0.659197558,WH,SUB,island,short
APWXTMJO1I1ST,2.1,31,1,WH.sub.isl.sh.07,WH.sub.isl.sh,-0.659197558,WH,SUB,island,short
AYG3MF094634L,2.2,8,5,WH.sub.isl.sh.08,WH.sub.isl.sh,-0.381927395,WH,SUB,island,short
AYG3MF094634L,2.2,13,5,WH.sub.isl.sh.04,WH.sub.isl.sh,-0.381927395,WH,SUB,island,short
A11NPNK8885N99,2.3,7,5,WH.sub.non.lg.06,WH.sub.non.lg,0.431487746,WH,SUB,non,long
A11NPNK8885N99,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,0.845715983,WH,SUB,non,long
A15BW2CIPHVPG4,2.3,7,6,WH.sub.non.lg.06,WH.sub.non.lg,0.632989691,WH,SUB,non,long
A15BW2CIPHVPG4,2.3,13,7,WH.sub.non.lg.02,WH.sub.non.lg,1.217287866,WH,SUB,non,long
A15NQQ77E3QJ3V,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.729550031,WH,SUB,non,long
A15NQQ77E3QJ3V,2.1,38,6,WH.sub.non.lg.04,WH.sub.non.lg,1.229439179,WH,SUB,non,long
A19P3BIPW6UMQ9,2.4,8,5,WH.sub.non.lg.07,WH.sub.non.lg,1.023781186,WH,SUB,non,long
A19P3BIPW6UMQ9,2.4,23,6,WH.sub.non.lg.03,WH.sub.non.lg,1.588625978,WH,SUB,non,long
A1BNQ6H4SJZ2X5,2.4,8,6,WH.sub.non.lg.07,WH.sub.non.lg,1.011237486,WH,SUB,non,long
A1BNQ6H4SJZ2X5,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.437021691,WH,SUB,non,long
A1ET164AZEK2LI,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.314894637,WH,SUB,non,long
A1ET164AZEK2LI,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.314894637,WH,SUB,non,long
A1F8MOWCCVDIH2,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.311780907,WH,SUB,non,long
A1F8MOWCCVDIH2,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.311780907,WH,SUB,non,long
A1FGN2JF4LCF9B,2.3,7,1,WH.sub.non.lg.06,WH.sub.non.lg,-1.15638716,WH,SUB,non,long
A1FGN2JF4LCF9B,2.3,13,7,WH.sub.non.lg.02,WH.sub.non.lg,1.328982259,WH,SUB,non,long
A1HAVPMOU2M5PY,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.378671569,WH,SUB,non,long
A1HAVPMOU2M5PY,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.378671569,WH,SUB,non,long
A1J98D0GPAKZN4,2.2,19,2,WH.sub.non.lg.05,WH.sub.non.lg,-0.733338111,WH,SUB,non,long
A1J98D0GPAKZN4,2.2,37,6,WH.sub.non.lg.01,WH.sub.non.lg,2.395571161,WH,SUB,non,long
A1Q8L9UA8SAPIQ,2.3,7,6,WH.sub.non.lg.06,WH.sub.non.lg,1.268452913,WH,SUB,non,long
A1Q8L9UA8SAPIQ,2.3,13,2,WH.sub.non.lg.02,WH.sub.non.lg,-0.711571146,WH,SUB,non,long
A1SFABJ4NX5DFY,2.4,8,4,WH.sub.non.lg.07,WH.sub.non.lg,0.237423537,WH,SUB,non,long
A1SFABJ4NX5DFY,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.503682403,WH,SUB,non,long
A1T2F28RSW49J,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.445767945,WH,SUB,non,long
A1T2F28RSW49J,2.1,38,6,WH.sub.non.lg.04,WH.sub.non.lg,0.916020912,WH,SUB,non,long
A1WP410YX2JBKI,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.56358508,WH,SUB,non,long
A1WP410YX2JBKI,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.56358508,WH,SUB,non,long
A1XIFPI36695GY,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.488284543,WH,SUB,non,long
A1XIFPI36695GY,2.1,38,5,WH.sub.non.lg.04,WH.sub.non.lg,-0.083611491,WH,SUB,non,long
A208YGD0HZC8H0,2.3,7,7,WH.sub.non.lg.06,WH.sub.non.lg,1.840081431,WH,SUB,non,long
A208YGD0HZC8H0,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,1.28458515,WH,SUB,non,long
A233ONYNWKDIYF,2.3,7,5,WH.sub.non.lg.06,WH.sub.non.lg,1.026927819,WH,SUB,non,long
A233ONYNWKDIYF,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,1.510187969,WH,SUB,non,long
A24WNVISY6M620,2.3,7,6,WH.sub.non.lg.06,WH.sub.non.lg,1.715871377,WH,SUB,non,long
A24WNVISY6M620,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,1.715871377,WH,SUB,non,long
A25CAT0W9W97Z8,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.442593381,WH,SUB,non,long
A25CAT0W9W97Z8,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.442593381,WH,SUB,non,long
A2A07J1P6YEW6Z,2.3,7,5,WH.sub.non.lg.06,WH.sub.non.lg,0.870474187,WH,SUB,non,long
A2A07J1P6YEW6Z,2.3,13,5,WH.sub.non.lg.02,WH.sub.non.lg,0.870474187,WH,SUB,non,long
A2CAN3PX6U6W72,2.2,19,3,WH.sub.non.lg.05,WH.sub.non.lg,-0.345789074,WH,SUB,non,long
A2CAN3PX6U6W72,2.2,37,6,WH.sub.non.lg.01,WH.sub.non.lg,1.371232535,WH,SUB,non,long
A2E3TO92MCQ9XU,2.4,8,5,WH.sub.non.lg.07,WH.sub.non.lg,0.817224873,WH,SUB,non,long
A2E3TO92MCQ9XU,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.863272711,WH,SUB,non,long
A2FOOH1EVIHX61,2.2,19,2,WH.sub.non.lg.05,WH.sub.non.lg,-0.842052091,WH,SUB,non,long
A2FOOH1EVIHX61,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.563811026,WH,SUB,non,long
A2IGLJGPDP2EWF,2.2,19,4,WH.sub.non.lg.05,WH.sub.non.lg,-0.237258409,WH,SUB,non,long
A2IGLJGPDP2EWF,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.389656395,WH,SUB,non,long
A2Y0ZGI29KQBTB,2.2,19,7,WH.sub.non.lg.05,WH.sub.non.lg,1.097021531,WH,SUB,non,long
A2Y0ZGI29KQBTB,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.097021531,WH,SUB,non,long
A2YYQJ3JWA2KGD,2.4,8,NA,WH.sub.non.lg.07,WH.sub.non.lg,NA,WH,SUB,non,long
A2YYQJ3JWA2KGD,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.410325683,WH,SUB,non,long
A35N6YG5PP56QP,2.4,8,7,WH.sub.non.lg.07,WH.sub.non.lg,1.50463561,WH,SUB,non,long
A35N6YG5PP56QP,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.50463561,WH,SUB,non,long
A35Z1QH3JQEZG6,2.4,8,3,WH.sub.non.lg.07,WH.sub.non.lg,-0.114772147,WH,SUB,non,long
A35Z1QH3JQEZG6,2.4,23,6,WH.sub.non.lg.03,WH.sub.non.lg,1.262493618,WH,SUB,non,long
A36SM7QM8OK3H6,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.245751667,WH,SUB,non,long
A36SM7QM8OK3H6,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.245751667,WH,SUB,non,long
A37WXDYYT7RCZ0,2.2,19,2,WH.sub.non.lg.05,WH.sub.non.lg,-0.984617665,WH,SUB,non,long
A37WXDYYT7RCZ0,2.2,37,6,WH.sub.non.lg.01,WH.sub.non.lg,1.378464732,WH,SUB,non,long
A3A4ELRGUYNNS8,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.242495723,WH,SUB,non,long
A3A4ELRGUYNNS8,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.242495723,WH,SUB,non,long
A3C88E6J3G8PRR,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.421122229,WH,SUB,non,long
A3C88E6J3G8PRR,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.421122229,WH,SUB,non,long
A3EJ44J2ZNRMDA,2.4,8,3,WH.sub.non.lg.07,WH.sub.non.lg,-0.345615693,WH,SUB,non,long
A3EJ44J2ZNRMDA,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.234341762,WH,SUB,non,long
A3G9MSZVWB7W42,2.3,7,1,WH.sub.non.lg.06,WH.sub.non.lg,-0.881595907,WH,SUB,non,long
A3G9MSZVWB7W42,2.3,13,7,WH.sub.non.lg.02,WH.sub.non.lg,1.819463893,WH,SUB,non,long
A3HOZA7QXYKN5Y,2.2,19,5,WH.sub.non.lg.05,WH.sub.non.lg,0.763774653,WH,SUB,non,long
A3HOZA7QXYKN5Y,2.2,37,5,WH.sub.non.lg.01,WH.sub.non.lg,0.763774653,WH,SUB,non,long
A3IAP88BTRWWCR,2.3,7,6,WH.sub.non.lg.06,WH.sub.non.lg,1.159106069,WH,SUB,non,long
A3IAP88BTRWWCR,2.3,13,5,WH.sub.non.lg.02,WH.sub.non.lg,0.597115248,WH,SUB,non,long
A3JZS32RQUWGJM,2.4,8,7,WH.sub.non.lg.07,WH.sub.non.lg,1.495496815,WH,SUB,non,long
A3JZS32RQUWGJM,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.495496815,WH,SUB,non,long
A3KCUB6P3IE8NL,2.2,19,7,WH.sub.non.lg.05,WH.sub.non.lg,1.303890729,WH,SUB,non,long
A3KCUB6P3IE8NL,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.303890729,WH,SUB,non,long
A3LBJ8DCJB86TD,2.2,19,2,WH.sub.non.lg.05,WH.sub.non.lg,-0.245245535,WH,SUB,non,long
A3LBJ8DCJB86TD,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,2.109111605,WH,SUB,non,long
A3MZ9RQJX9T656,2.4,8,4,WH.sub.non.lg.07,WH.sub.non.lg,0.088376356,WH,SUB,non,long
A3MZ9RQJX9T656,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.90640426,WH,SUB,non,long
A3Q45OPFL3R49,2.4,8,5,WH.sub.non.lg.07,WH.sub.non.lg,0.496082939,WH,SUB,non,long
A3Q45OPFL3R49,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.331591048,WH,SUB,non,long
A3RLCGRXA34GC0,2.3,7,6,WH.sub.non.lg.06,WH.sub.non.lg,1.206064915,WH,SUB,non,long
A3RLCGRXA34GC0,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,1.206064915,WH,SUB,non,long
A3S5L3I8O3Q2G,2.2,19,1,WH.sub.non.lg.05,WH.sub.non.lg,-0.989603338,WH,SUB,non,long
A3S5L3I8O3Q2G,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.488707631,WH,SUB,non,long
A3T3JF9YX6ICL7,2.4,8,7,WH.sub.non.lg.07,WH.sub.non.lg,1.416264946,WH,SUB,non,long
A3T3JF9YX6ICL7,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.416264946,WH,SUB,non,long
A9AYICE1E4D87,2.3,7,7,WH.sub.non.lg.06,WH.sub.non.lg,1.104276532,WH,SUB,non,long
A9AYICE1E4D87,2.3,13,7,WH.sub.non.lg.02,WH.sub.non.lg,1.104276532,WH,SUB,non,long
AD317NO9623GZ,2.2,19,4,WH.sub.non.lg.05,WH.sub.non.lg,-0.289909722,WH,SUB,non,long
AD317NO9623GZ,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,0.975150885,WH,SUB,non,long
ADQKTG5B8ZW1G,2.3,7,5,WH.sub.non.lg.06,WH.sub.non.lg,0.681619422,WH,SUB,non,long
ADQKTG5B8ZW1G,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,1.129807535,WH,SUB,non,long
AGST3CO6UUSF8,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.399404635,WH,SUB,non,long
AGST3CO6UUSF8,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.399404635,WH,SUB,non,long
AIR4UQNPIMFCJ,2.4,8,6,WH.sub.non.lg.07,WH.sub.non.lg,0.676657682,WH,SUB,non,long
AIR4UQNPIMFCJ,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.077640013,WH,SUB,non,long
AJVHIAAVCY4HI,2.2,19,6,WH.sub.non.lg.05,WH.sub.non.lg,0.905274114,WH,SUB,non,long
AJVHIAAVCY4HI,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.428806131,WH,SUB,non,long
AKG7VBOY97HKA,2.4,8,2,WH.sub.non.lg.07,WH.sub.non.lg,-0.712817023,WH,SUB,non,long
AKG7VBOY97HKA,2.4,23,7,WH.sub.non.lg.03,WH.sub.non.lg,1.069225534,WH,SUB,non,long
AO7FM98CP90CL,2.3,7,7,WH.sub.non.lg.06,WH.sub.non.lg,1.361268064,WH,SUB,non,long
AO7FM98CP90CL,2.3,13,6,WH.sub.non.lg.02,WH.sub.non.lg,0.939714083,WH,SUB,non,long
APGX2WZ59OWDN,2.1,20,7,WH.sub.non.lg.08,WH.sub.non.lg,1.479598939,WH,SUB,non,long
APGX2WZ59OWDN,2.1,38,7,WH.sub.non.lg.04,WH.sub.non.lg,1.479598939,WH,SUB,non,long
APWXTMJO1I1ST,2.1,20,2,WH.sub.non.lg.08,WH.sub.non.lg,-0.131839512,WH,SUB,non,long
APWXTMJO1I1ST,2.1,38,1,WH.sub.non.lg.04,WH.sub.non.lg,-0.659197558,WH,SUB,non,long
AYG3MF094634L,2.2,19,4,WH.sub.non.lg.05,WH.sub.non.lg,-1.178993261,WH,SUB,non,long
AYG3MF094634L,2.2,37,7,WH.sub.non.lg.01,WH.sub.non.lg,1.212204339,WH,SUB,non,long
A11NPNK8885N99,2.3,29,4,WH.sub.non.sh.03,WH.sub.non.sh,0.01725951,WH,SUB,non,short
A11NPNK8885N99,2.3,44,7,WH.sub.non.sh.07,WH.sub.non.sh,1.259944219,WH,SUB,non,short
A15BW2CIPHVPG4,2.3,29,3,WH.sub.non.sh.03,WH.sub.non.sh,-1.119904837,WH,SUB,non,short
A15BW2CIPHVPG4,2.3,44,7,WH.sub.non.sh.07,WH.sub.non.sh,1.217287866,WH,SUB,non,short
A15NQQ77E3QJ3V,2.1,33,6,WH.sub.non.sh.05,WH.sub.non.sh,1.229439179,WH,SUB,non,short
A15NQQ77E3QJ3V,2.1,51,5,WH.sub.non.sh.01,WH.sub.non.sh,0.729328326,WH,SUB,non,short
A19P3BIPW6UMQ9,2.4,29,6,WH.sub.non.sh.04,WH.sub.non.sh,1.588625978,WH,SUB,non,short
A19P3BIPW6UMQ9,2.4,40,3,WH.sub.non.sh.08,WH.sub.non.sh,-0.105908399,WH,SUB,non,short
A1BNQ6H4SJZ2X5,2.4,29,7,WH.sub.non.sh.04,WH.sub.non.sh,1.437021691,WH,SUB,non,short
A1BNQ6H4SJZ2X5,2.4,40,2,WH.sub.non.sh.08,WH.sub.non.sh,-0.691899333,WH,SUB,non,short
A1ET164AZEK2LI,2.1,33,7,WH.sub.non.sh.05,WH.sub.non.sh,1.314894637,WH,SUB,non,short
A1ET164AZEK2LI,2.1,51,5,WH.sub.non.sh.01,WH.sub.non.sh,0.540478164,WH,SUB,non,short
A1F8MOWCCVDIH2,2.1,33,7,WH.sub.non.sh.05,WH.sub.non.sh,1.311780907,WH,SUB,non,short
A1F8MOWCCVDIH2,2.1,51,6,WH.sub.non.sh.01,WH.sub.non.sh,0.886338451,WH,SUB,non,short
A1FGN2JF4LCF9B,2.3,29,6,WH.sub.non.sh.03,WH.sub.non.sh,0.914754022,WH,SUB,non,short
A1FGN2JF4LCF9B,2.3,44,7,WH.sub.non.sh.07,WH.sub.non.sh,1.328982259,WH,SUB,non,short
A1HAVPMOU2M5PY,2.1,33,7,WH.sub.non.sh.05,WH.sub.non.sh,1.378671569,WH,SUB,non,short
A1HAVPMOU2M5PY,2.1,51,4,WH.sub.non.sh.01,WH.sub.non.sh,-0.125333779,WH,SUB,non,short
A1J98D0GPAKZN4,2.2,39,4,WH.sub.non.sh.02,WH.sub.non.sh,0.831116525,WH,SUB,non,short
A1J98D0GPAKZN4,2.2,50,5,WH.sub.non.sh.06,WH.sub.non.sh,1.613343843,WH,SUB,non,short
A1Q8L9UA8SAPIQ,2.3,29,1,WH.sub.non.sh.03,WH.sub.non.sh,-1.206577161,WH,SUB,non,short
A1Q8L9UA8SAPIQ,2.3,44,7,WH.sub.non.sh.07,WH.sub.non.sh,1.763458928,WH,SUB,non,short
A1SFABJ4NX5DFY,2.4,29,7,WH.sub.non.sh.04,WH.sub.non.sh,1.503682403,WH,SUB,non,short
A1SFABJ4NX5DFY,2.4,40,3,WH.sub.non.sh.08,WH.sub.non.sh,-0.184662751,WH,SUB,non,short
A1T2F28RSW49J,2.1,33,5,WH.sub.non.sh.05,WH.sub.non.sh,0.386273879,WH,SUB,non,short
A1T2F28RSW49J,2.1,51,5,WH.sub.non.sh.01,WH.sub.non.sh,0.386273879,WH,SUB,non,short
A1WP410YX2JBKI,2.1,33,6,WH.sub.non.sh.05,WH.sub.non.sh,0.893477188,WH,SUB,non,short
A1WP410YX2JBKI,2.1,51,5,WH.sub.non.sh.01,WH.sub.non.sh,0.223369297,WH,SUB,non,short
A1XIFPI36695GY,2.1,33,7,WH.sub.non.sh.05,WH.sub.non.sh,1.488284543,WH,SUB,non,short
A1XIFPI36695GY,2.1,51,5,WH.sub.non.sh.01,WH.sub.non.sh,-0.083611491,WH,SUB,non,short
A208YGD0HZC8H0,2.3,29,3,WH.sub.non.sh.03,WH.sub.non.sh,-0.381903693,WH,SUB,non,short
A208YGD0HZC8H0,2.3,44,6,WH.sub.non.sh.07,WH.sub.non.sh,1.28458515,WH,SUB,non,short
A233ONYNWKDIYF,2.3,29,3,WH.sub.non.sh.03,WH.sub.non.sh,0.060407519,WH,SUB,non,short
A233ONYNWKDIYF,2.3,44,6,WH.sub.non.sh.07,WH.sub.non.sh,1.510187969,WH,SUB,non,short
A24WNVISY6M620,2.3,29,3,WH.sub.non.sh.03,WH.sub.non.sh,0.079543706,WH,SUB,non,short
A24WNVISY6M620,2.3,44,6,WH.sub.non.sh.07,WH.sub.non.sh,1.715871377,WH,SUB,non,short
A25CAT0W9W97Z8,2.1,33,7,WH.sub.non.sh.05,WH.sub.non.sh,1.442593381,WH,SUB,non,short
A25CAT0W9W97Z8,2.1,51,5,WH.sub.non.sh.01,WH.sub.non.sh,0.431725026,WH,SUB,non,short
A2A07J1P6YEW6Z,2.3,29,4,WH.sub.non.sh.03,WH.sub.non.sh,0.273577602,WH,SUB,non,short
A2A07J1P6YEW6Z,2.3,44,5,WH.sub.non.sh.07,WH.sub.non.sh,0.870474187,WH,SUB,non,short
A2CAN3PX6U6W72,2.2,39,4,WH.sub.non.sh.02,WH.sub.non.sh,0.226551462,WH,SUB,non,short
A2CAN3PX6U6W72,2.2,50,4,WH.sub.non.sh.06,WH.sub.non.sh,0.226551462,WH,SUB,non,short
A2E3TO92MCQ9XU,2.4,29,4,WH.sub.non.sh.04,WH.sub.non.sh,0.294200954,WH,SUB,non,short
A2E3TO92MCQ9XU,2.4,40,3,WH.sub.non.sh.08,WH.sub.non.sh,-0.228822964,WH,SUB,non,short
A2FOOH1EVIHX61,2.2,39,6,WH.sub.non.sh.02,WH.sub.non.sh,1.082638403,WH,SUB,non,short
A2FOOH1EVIHX61,2.2,50,4,WH.sub.non.sh.06,WH.sub.non.sh,0.120293156,WH,SUB,non,short
A2IGLJGPDP2EWF,2.2,39,7,WH.sub.non.sh.02,WH.sub.non.sh,1.389656395,WH,SUB,non,short
A2IGLJGPDP2EWF,2.2,50,7,WH.sub.non.sh.06,WH.sub.non.sh,1.389656395,WH,SUB,non,short
A2Y0ZGI29KQBTB,2.2,39,5,WH.sub.non.sh.02,WH.sub.non.sh,-0.011547595,WH,SUB,non,short
A2Y0ZGI29KQBTB,2.2,50,5,WH.sub.non.sh.06,WH.sub.non.sh,-0.011547595,WH,SUB,non,short
A2YYQJ3JWA2KGD,2.4,29,7,WH.sub.non.sh.04,WH.sub.non.sh,1.410325683,WH,SUB,non,short
